Id,College_Name,Address,EmailID,District,Website,Principal_Name,Office_Number,Personal_Number,Registar_Name,Status,Autonomy_Status,Minority_Status,Establishment,Course,Research
3452,Matoshri. Ushatai Jadhav Institute of Management studies & Research Centre- Bhivandi,Dhamankar Naka- Vidyashram- Bhivandi Thane - 421305,muimrc@gmail.com,Thane,www.muimrc.org,Dr.Sopan Atmaram Bhamare,228585,228585,Pratiksha Manish Deolalkar,Un-Aided,Non-Autonomous,Non-Minority,2011,Management,Yes
3457,Chetana'S Institute Of Management and Research- Bandra(E)- Mumbai,Survey No. 341- Govt. Colony- Bandra (E)- Mumbai- - 400051,director@cimr.in,Mumbai Suburban,www.cimr.in,Dr. Madhumita Patil,62157800,62157805,Nilesh Patil,Un-Aided,Non-Autonomous,Non-Minority,2007,Management,Yes
3458,Smt. Geeta D. Tatkare Polytechnic At Gove- Kolad,At Gove- Post Kolad- Taluka Roha- Dist. Raigad.,sgdtatkarepoly@gmail.com,Raigad,www.sgdtatkarepoly.com,VIPUL VIKAS MASAL,203020,250101,Mr.Ajit Raman Telange,Un-Aided,Non-Autonomous,Non-Minority,2012,Polytechnic,No
3459,Bunts Sangha's Uma Krishna Shetty Institute of Management Studies & Research- Kurla,Buntara Bhavan- Bhandaray Estate- Buntara Bhavan Marg- Kurla- Mumbai,reach.uks@gmail.com,Mumbai Suburban,www.bsm-uks.edu.in,Dr.Krishna Shetty,24059090,,Mr. Prakash More,Un-Aided,Non-Autonomous,Linguistic Minority - Kannada,2012,Management,Yes
3460,Universal College of Engineering-Kaman Dist. Palghar,Kaman Bhiwandi Road- S.N. 146(Part)- Kaman- Vasai,moses.lopes@universal.edu.in,Palghar,www.universal.edu.in,Dr.Ajoy Kumar,69624580,2210044,Mr. Moses Lopes,Un-Aided,Non-Autonomous,Linguistic Minority - Gujarathi,2012,Engineering,No
3462,VPM's Maharshi Parshuram College of Engineering- Velneshwar- Ratnagiri.,At Post Velneshwar- Hedvai-Guhagar Road- Guhagar-Ratnagiri.,info@vpmmpcoe.org,Ratnagiri,www.vpmmpcoe.org,Dr. Amitkumar T. Mane,243101,9527634958,Mr. Ravindra Rasal,Un-Aided,Non-Autonomous,Non-Minority,2012,Engineering,No
3463,Urja Education Society's Aditya Polytechnic- Ratnagiri,Gat No. 493- At And Post Talawade- College Road- Near Adavali Railway Station- Taluka Lanja- Dist. Ratnagiri,urja.aditya@gmail.com,Ratnagiri,www.adityapolytechnic.com,SHRADDHA S. DESAI,9673963564,9673963564,GEETAMANJIRI S. JOSHI,Un-Aided,Non-Autonomous,Non-Minority,2013,Polytechnic,No
3464,Viva Institute of Pharmacy- Virar(E),Shirgaon- Virar(E)- Dist. Palghar,pharmacy@vivacollege.org,Palghar,www.vivapharmacy.org,DR SUNITA OGALE,7770002544,,Mr. Mahendra Kajare,Un-Aided,Non-Autonomous,Non-Minority,2013,Pharmacy,No
3465,Ideal Institute of Technology- Wada- Dist.Thane,40- Pasheri Village- Pimplaj road- Taluka Wada- Dist.Thane.,idealinstituteoftechnology13@gmail.com,Palghar,www.idealwada.com,Dr. Bhuwan Chandra ,212144,212144,Mr. Jugal Mehra ,Un-Aided,Non-Autonomous,Non-Minority,2013,Engineering,No
3466,Devi Mahalaxmi Polytechnic- Titwala- Kalyan,At Mhaskal- Near Ganesh Temple- Titwala- Kalyan.,principal.dmpc@gmail.com,Thane,www.devimahalaxmipolytechnic.in,Madhukar Asre,25948752,25948752,Dr Madhukar Asre,Un-Aided,Non-Autonomous,Non-Minority,2013,Polytechnic,No
3467,Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology(i MEET)- Khalapur Dist Raigad,Survey No. 52 Kumbhivali- On Mumbai-Pune Expressway- Near Khalapur Toll Naka -Tal-Khalapur- Dist- Raigad,mail.vishwaniketan@gmail.com,Raigad,www.vishwaniketan.edu.in,Dr. B. R. Patil,274206,274210,Mr. H. R. Mavkar,Un-Aided,Non-Autonomous,Non-Minority,2013,Engineering,No
3468,Aditya College of Architecture- Borivali (W)- Mumbai,Adiya Educational Campus- R.M. Bhattad marg- Ram Nagar- Boravali (W)- Mumbai,aditya.architecture@gmail.com,Mumbai Suburban,www.aditya-arch.edu.in,AR RITA NAYAK,61106111,61106134,SEEMA KEDIA,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi,2013,Architecture,No
3469,Dalvi Education and charitable trust Maharashtra Polytechnic- Soveli- Tal. Mandangad,At Shenale- Post Soveli- Tal. Mandangad- Dist Ratnagiri,kalpesh.shinde1984@gmail.com,Ratnagiri,www.mahapoly.in,Dinesh Bhadane,,,Kalpesh Shinde,Un-Aided,Non-Autonomous,Non-Minority,2014,Polytechnic,No
3470,Yashwantrao Bhonsale Polytechnic- Charathe-  Sawantwadi,At Post Charathe ( Vazarwadi)- Tal.Sawantwadi- Sindhudurg.,ybpolytechnic@gmail.com,Sindhudurg,www.sybespolytechnic.com,Gajanan Bhosale,273535,273456,Prasad Mahale,Un-Aided,Non-Autonomous,Non-Minority,2014,Polytechnic,No
3471,New Horizon Institute of Technology & Management- Thane,Anand Nagar- Kavesar- Off. Ghodbunder Road- Thane(W),principal@nhitm.ac.in,Thane,www.nhitm.ac.in,Dr. Prashant D.Deshmukh ,25971778,25971778,Mr. Rupesh Pethe,Un-Aided,Non-Autonomous,Non-Minority,2014,Engineering,No
3472,Thakur School of Architecture- Kandivali,Thakur Education Campus- Shamnarayan thakur marg- Thakur Village- Kandivali(E)- Mumbai.,tsap@thakureducation.org,Mumbai Suburban,www.tsapmumbai.in,Prof. AR.DHIRAJ SALHOTRA,67308001,,Mithun Pednekar,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi,2014,Architecture,No
3474,Ideal Institute of Architecture- Posheri- Wada,Gat No. 40-1 and 2- Pimpal Road- Poseri- Tal. Wada- Dist.Thane,abhigodha431@gmail.com,Palghar,idealarchicture.com,Vrushali Deshmukh,25262144,,Madan Lal,Un-Aided,Non-Autonomous,Non-Minority,2014,Architecture,No
3475,A. P. Shah Institute of Technology- Thane,Survey No. 12- Opp. Hypercity Mall- Kasarvadavali- Ghodbunder Road- Thane (W),principal@apsit.org.in,Thane,www.apsit.edu.in,Dr. Uttam D. Kolekar,25973737,,Dr. Sameer S. Nanivadekar,Un-Aided,Non-Autonomous,Religious Minority - Jain,2014,Engineering,No
3477,Chhartrapati Shivaji Maharaj Institute of Technology- Shedung- Panvel,92A/1- Old Mumbai Pune Highway- Near Shedung Toll naka Village Shedung- Panvel- Dist Raigad,csmit.mah@gmail.com,Raigad,www.csmit.in,Abhishek Jain,,,Mukesh Soni,Un-Aided,Non-Autonomous,Non-Minority,2014,Engineering,No
3478,CTES College of Architecture- Chembur- Mumbai.,N.G. Acharya Marg- Chembur- Mumbai.,principal@ctescoa.com,Mumbai Suburban,www.ctescoa.com,Alka Tawari,25217343,25217343,Supriya Mantri,Un-Aided,Non-Autonomous,Non-Minority,2014,Architecture,No
3479,Shivgiita Institute of Diploma in Pharmacy- Asangaon.,Opp. Asangaon Railway Station- Asangaon- Dist.Thane,vjtsscoe@rediffmail.com,Thane,www.shivgitadpharma.org,Prof. Sunayana Ghodgaonkar,273999,271399,kalpana londhe ,Un-Aided,Non-Autonomous,Non-Minority,2015,Pharmacy,No
3480,Yashwantrao Bhonsale College of Pharmacy- A/P Charathe- Sawantwadi,Buidling No.2- A/P Charathe- Vazarwadi- Tal.Sawantwadi- Dist.Sindhudurg,ybpharmacy@gmail.com,Sindhudurg,www.sybespharmacy.com,Dr. Jagtap Vijay A.,272299,272233,Prasad K. Mahale,Un-Aided,Non-Autonomous,Non-Minority,2015,Pharmacy,No
3481,The Navkonkan Education Society's Institute of Management Studies- Chiplun,S.K.Patil Nagar- Mumbai Goa High way- Chiplun- Dist.Ratnagiri,neimschiplun@gmail.com,Ratnagiri,www.neims.org.in,Dr.Anagha Gokhale,253043,,Vijay Sawant,Un-Aided,Non-Autonomous,Non-Minority,2015,Management,No
3482,B.R. Harne College of Architecture- Karav- Vangani(W),AT Village Karav- Vangani(West)- Dist Thane,brharnecoa@gmail.com,Thane,www.brharnecoa.edu.in,Mr. Uday Keshav More,,,MR. VAMAN YADAV,Un-Aided,Non-Autonomous,Non-Minority,2015,Architecture,No
3483,Vishwaniketan College of Architecture- Art & Design- Khalapur,Survey No. 52- Kumbhivali Near Khalapur Toll Naka- off Mumbai-Pune- Expressway- Khalapur- Raigad,vcaad@vishwaniketan.edu.in,Raigad,www.vishwaniketan.edu.in,Suchetha Mathew,2192274206,,Manoj Anandrao Suryavanshi,Un-Aided,Non-Autonomous,Non-Minority,2016,Architecture,No
3484,Smt. K.L. Tiwari College of Architecture- Nalasopara- Palghar,Survey No. 185- 177- Near Mother Merry English School- Shri Prastha- Nalasopara- Dist Palghar,kantiltiwari1@gmail.com,Palghar,www.skltca.in,Mrs. Rupali H.Gupte,8007916355,9975626257,Mr. Santosh Hubale,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi,2016,Architecture,No
3485,St. Wilfred's Institute of Pharmacy- Panvel,old Mumbai-Pune Highway Near Shedoung Toll plaza- Raigad,swc.mumbai@gmail.com,Raigad,www.swippanvel.in,Abhishek Jain,2143239091,,MukeshSoni,Un-Aided,Non-Autonomous,Non-Minority,2016,Pharmacy,No
3486,Shree Saraswati Institute of Pharmacy- At Post Tondavali- Kankavali,At Post Tondavali- Nandgaon-Ponda road- Taluka Kankavali- Dist.Sindhudurg,shreesaraswatipharmacy@gmail.com,Sindhudurg,www.sespharmacy.com,Kedar Tukaram Kisan,248589,0,Nikhil Vasant Sawant,Un-Aided,Non-Autonomous,Non-Minority,2016,Pharmacy,No
3487,Ideal Institute of Pharmacy- Wada,Ideal Foundation- Wada- Taluka Wada- District Palghar,idealpharmacy3487@gmail.com,Palghar,,Dr. Umesh latyan,0222526214,,MR. LOKESH VYAS,Un-Aided,Non-Autonomous,Non-Minority,2016,Pharmacy,No
3488,School of Environment and Architecture- Borivali,Eksar Road- Borivali(west)- Mumbai.,contact@sea.edu.in,Mumbai Suburban,www.sea.edu.in,Ravindra Punde,,,Dipti Bhaindarkar,Un-Aided,Non-Autonomous,Non-Minority,2016,Architecture,No
3489,Yashwantrao Bhonsale College of D. Pharmacy- Charathe Vazarwadi,Building NO.4- A/P Charathe Vazarwadi- Taluka Sawantwadi- Dist Sindhudurg,ybdpharmacy@gmail.com,Sindhudurg,www.ybdpharmacy.com,Mr. Tushar G. Rukari,272251,,Prasad K. Mahale,Un-Aided,Non-Autonomous,Non-Minority,2017,Pharmacy,No
3490,VP College of Pharmacy- Madkhol- Sawantwadi,Gut No.286- At Post Madkhol- Taluka Sawantwadi- Dist Sindhudurg,vpcpm2017@gmail.com,Sindhudurg,www.vpcpm.org,Dr. Sunil Shingade,246670,246770,Mr Pankaj Patil,Un-Aided,Non-Autonomous,Non-Minority,2017,Pharmacy,No
3492,SBNM College of Pharmacy(D.Pharmacy)- Mahad,Gut No.311 & 313- Achloli- Mahad- Raigad,sbnm.cop@gmail.com,Raigad,,Mr. Kamble Subodh Vishnukant,9970166872,8600494586,Mr. Kamble Subodh Vishnukant,Un-Aided,Non-Autonomous,Non-Minority,2017,Pharmacy,No
3493,Shri Angarsiddha Shikshan Prasarak Mandal's ASPM College of Pharmacy- Sangulwadi,At Post Sangulwadi- Tal Vaibhavwadi- Dist. Sindhudurg,aspmpharmacy@gmail.com,Sindhudurg,www.aspmocop.org,Sudhakar Yeole,237270,237270,Sandeep Patil,Un-Aided,Non-Autonomous,Non-Minority,2018,Pharmacy,No
3494,Smt. Jayshree Sharadchandra Kothari Business School- Dadar- Mumbai,DES Mumbai Campus- Kirti College Road- Veer Savarkar Marg- Mumbai,office.jskbs@despune.org,Mumbai City,www.jskbschool.org,Dr. Rasika Mallya,62764554,62764551,Shridhar Chougule,Un-Aided,Non-Autonomous,Non-Minority,2018,Other,No
3495,Vasantdada Patil Pratishthan's Manohar Phalke College of Architecture- Sion-Chunabhatti- Mumbai,Vasantdada Patil Educational Complex- Eastern Express Highway- Sion-Chunabhatti- Mumbai.,sheetalckamble@gmail.com,Mumbai City,www.mpcoa.in,Ar. Surendra C. Rane,20847227,20847227,SHEETAL CHANDRAKANT KAMBLE,Un-Aided,Non-Autonomous,Non-Minority,2018,Architecture,No
3496,Vivekanand Education Society's  College of Architecture- Chembur- Mumbai,Hashu Advani Memorial Complex- Behind Collector Colony- R.C. Marg- Chembur- Mumbai,,Mumbai Suburban,,Shri Anand Achari ,,,MRS.ROSHNI MORE,Un-Aided,Non-Autonomous,Linguistic Minority - Sindhi,2018,Architecture,No
3497,S.K. Education Trust's Dr. Manoj A. Shete College of Architecture-  Kasara,At post Kasara- Taluka  Shahapur- Dist.Thane,manojpchavan@gmail.com,Thane,202-GOPINATH TOWER PARSIKNAGAR,Dr. Manojkumar Chavan,8108000534,,yogeshwari hardas,Un-Aided,Non-Autonomous,Non-Minority,2018,Architecture,No
3498,Sasmiras Business School- Worli- Mumbai,Sasmira Marg Worli Mumbai - 400030 - Mumbai- Mumbai City - Maharashtra 400030,sbs@sasmira.org,Mumbai City,www.sbs.sasmira.org,Dr. Sanskruti Kadam,24935351,,Sambhaji Kumbhar,Un-Aided,Non-Autonomous,Non-Minority,2017,Other,No
3499,M.S. College Of Pharmacy- Devghar,Sy. No. 120- Devghar-  Taluka : Wada Dist: Palghar- Thane,mscollegeofpharmacy2019@gmail.com,Palghar,www.mscollegeofpharmacy.com,MR. LOKESH VYAS,,,MR. SAMEER KHAN,Un-Aided,Non-Autonomous,Religious Minority - Muslim,2019,Pharmacy,No
3500,Vijayrao Naik College Of  Pharmacy- Shirval,A/P Shirval- Tal-Kankavli- Dist. Sindhudurg,vncop19@gmail.com,Sindhudurg,ykskankavali.co.in,Dr. Supriya R. Hyam,,,Mr. Mandar Trimbak Sawant,Un-Aided,Non-Autonomous,Non-Minority,2019,Pharmacy,No
3501,Siddhis Institute Of Pharmacy- Nandgaon,At.Post Nandgaon Tal. Murbad Dist  Thane,principal.siddhi@gmail.com,Thane,bdsp.org.in,Pachpute T S,8408035769,7666548761,Santosh Deshmukh,Un-Aided,Non-Autonomous,Non-Minority,2019,Pharmacy,No
3503,Indala College Of Engineering- Bapsai Tal.Kalyan,Near Hp Gagangiri Petrol Pump- Kalyan-Murbad Road- Bapsai- Taluka Kalyan- Dist Thane,icoekalyan1@gmail.com,Thane,icoe.ac.in,Dr. C.M. CHOUDHARI,2973456,,Prof. ATUL ZOPE,Un-Aided,Non-Autonomous,Non-Minority,2019,Engineering,No
3504,Raigad College Of Pharmacy- Mohopre,Mohopre- Tal. Mahad- Dist. Raigad,raigadcop@gmail.com,Raigad,www.raigadcopmohopre.com,MR. TANGADE AMOL RAMCHANDRA,8956972859,9970166872,ARUN UTTAMRAO DEVRE,Un-Aided,Non-Autonomous,Non-Minority,2019,Pharmacy,No
3505,Abhinav Institute Of Pharmacy- Chinchpada,4/3 B Chinchpada-- Taluka Ambernath- District Thane,abhinavinstituteofpharmacy@gmail.com,Thane,www.abhinavpharmacy.in,ANURADHA BHUSHANKUMAR SAKHARE,2250455,9850442188,S.K. TRIPATHI,Un-Aided,Non-Autonomous,Non-Minority,2019,Pharmacy,No
3506,Shri. Pandit Baburao Chaughule College Of Pharmacy- Rahanal,At/Po. Rahanal- Anjur Phata- Jakat Naka- Bhiwandi,spbc.pharmacy@gmail.com,Thane,www.saisevaspmbhiwandi.in,SHRI INDRAPAL BABURAO CHAUGHULE,,,Dr. Vinayak Dahiwale,Un-Aided,Non-Autonomous,Non-Minority,2019,Pharmacy,No
3507,Indala School of Architechture- Bapsai Tal.Kalyan,Near Hp Gagangiri Petrol Pump- Kalyan-Murbad Road- Bapsai- Kalyan  421301,isoakalyan1@gmail.com,Thane,www.isoa.ac.in,DR. SHASHANK NINAWE,,,Prof. ATUL NARKHEDE,Un-Aided,Non-Autonomous,Non-Minority,2019,Other,No
3508,B.K. Patil Institute of Pharmacy- Taloja- Panvel,Shiv Mandir- Taloja- Taluka Panvel Dist.Raigad,kghpss.2019@gmail.com,Raigad,www.bkpiop.com,Mrs.Iniya Madhan kumaar,0222742464,9987118533,VIJAY DNYANOBA KAKEKAR,Un-Aided,Non-Autonomous,Non-Minority,2019,Pharmacy,No
